obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Reggie Jackson,Bert Blyleven,Carlos May,Ron Blomberg,Bert Blyleven,The others are Yankees,
Tom Seaver,Bob Gibson,Lou Brock,Catfish Hunter,Lou Brock,The others are Cardinals,
Tony Perez,Lou Brock,Rod Carew,Joe Morgan,Rod Carew,The others are Hall of Famers,
Bert Blyleven,Tom Seaver,Steve Carlton,Reggie Jackson,Reggie Jackson,The others are Phillies,
Steve Carlton,Rod Carew,Lou Brock,Bobby Murcer,Steve Carlton,The others are MVPs,
Lou Whitaker,Ron Blomberg,Reggie Jackson,Carlos May,Lou Whitaker,The others are outfielders,
Joe Morgan,Reggie Jackson,Mark Belanger,Bert Campaneris,Reggie Jackson,The others are shortstops,
Lou Brock,Tony Perez,Joe Morgan,Bert Blyleven,Bert Blyleven,The others are Cardinals,
Bert Blyleven,Rod Carew,Tom Seaver,Steve Carlton,Rod Carew,The others are pitchers,
Bert Blyleven,Lou Brock,Bobby Murcer,Rod Carew,Bert Blyleven,The others are hitters,
Lou Brock,Tony Perez,Joe Morgan,Steve Carlton,Steve Carlton,The others are Reds,
Rod Carew,Ron Blomberg,Carlos May,Reggie Jackson,Rod Carew,The others are outfielders,
Bob Gibson,Catfish Hunter,Joe Morgan,Tom Seaver,Joe Morgan,The others are pitchers,
Andre Dawson,Mike Schmidt,Dale Murphy,Wade Boggs,Wade Boggs,The others are outfielders,
Paul Molitor,Cal Ripken Jr.,Carlton Fisk,Robin Yount,Carlton Fisk,The others are shortstops,
Tom Seaver,Rickey Henderson,Steve Carlton,Nolan Ryan,Rickey Henderson,The others are pitchers,
Fernando Valenzuela,Orel Hershiser,Dwight Gooden,Mike Scioscia,Mike Scioscia,The others are pitchers,
Mike Scioscia,Cal Ripken Jr.,Wade Boggs,Pedro Guerrero,Cal Ripken Jr.,The others are batting champions,
Rickey Henderson,Dale Murphy,Tim Raines,Lou Brock,Dale Murphy,The others are base stealers,
Pedro Guerrero,Mike Schmidt,Fernando Valenzuela,Steve Garvey,Fernando Valenzuela,The others are MVPs,
Andre Dawson,Dale Murphy,Cal Ripken Jr.,Nolan Ryan,Nolan Ryan,The others are 2-time MVPs,
Randy Johnson,Wade Boggs,Tom Seaver,Greg Maddux,Wade Boggs,The others are Cy Young winners,
Dale Murphy,Cal Ripken Jr.,Robin Yount,Mike Scioscia,Mike Scioscia,The others are MVPs and Gold Glovers,
Lou Brock,Steve Carlton,Joe Morgan,Rickey Henderson,Steve Carlton,The others are base stealers and MVPs,
Pedro Guerrero,Wade Boggs,Mike Scioscia,Orel Hershiser,Orel Hershiser,The others are batting champions,
Mike Schmidt,Andre Dawson,Dale Murphy,Carlton Fisk,Carlton Fisk,The others are outfielders and MVPs,
Steve Carlton,Tom Seaver,Mike Scioscia,Nolan Ryan,Mike Scioscia,The others are 300-game winners,
Cal Ripken Jr.,Fernando Valenzuela,Mike Scioscia,Wade Boggs,Fernando Valenzuela,The others are batting champions and MVPs,
Rickey Henderson,Lou Brock,Tim Raines,Pedro Guerrero,Pedro Guerrero,The others are base stealers and MVPs,
Greg Maddux,Cal Ripken Jr.,Dale Murphy,Robin Yount,Greg Maddux,The others are shortstops and MVPs,
Tom Seaver,Orel Hershiser,Fernando Valenzuela,Andre Dawson,Andre Dawson,The others are Cy Young winners,
Mike Schmidt,Steve Carlton,Wade Boggs,Cal Ripken Jr.,Steve Carlton,The others are MVPs and Gold Glovers,
Mike Scioscia,Randy Johnson,Pedro Guerrero,Dale Murphy,Randy Johnson,The others are batting champions and MVPs,
Joe Morgan,Nolan Ryan,Rickey Henderson,Lou Brock,Nolan Ryan,The others are base stealers,
Orel Hershiser,Dale Murphy,Cal Ripken Jr.,Andre Dawson,Orel Hershiser,The others are MVPs and Gold Glovers,
Mike Schmidt,Pedro Guerrero,Tom Seaver,Steve Garvey,Tom Seaver,The others are MVPs,
Wade Boggs,Cal Ripken Jr.,Mike Scioscia,Rickey Henderson,Rickey Henderson,The others are batting champions,
Orel Hershiser,Dale Murphy,Dwight Gooden,Fernando Valenzuela,Dale Murphy,The others are pitchers and Cy Young winners,
Mike Schmidt,Greg Maddux,Andre Dawson,Cal Ripken Jr.,Greg Maddux,The others are 2-time MVPs,
Carlton Fisk,Rickey Henderson,Tim Raines,Lou Brock,Carlton Fisk,The others are base stealers and MVPs,
Dale Murphy,Cal Ripken Jr.,Robin Yount,Fernando Valenzuela,Fernando Valenzuela,The others are shortstops and MVPs,
Steve Carlton,Nolan Ryan,Tom Seaver,Wade Boggs,Wade Boggs,The others are 300-game winners,
Cal Ripken Jr.,Dale Murphy,Andre Dawson,Pedro Guerrero,Pedro Guerrero,The others are outfielders and MVPs,
Mike Scioscia,Randy Johnson,Fernando Valenzuela,Orel Hershiser,Mike Scioscia,The others are Cy Young winners,
Fernando Valenzuela,Wade Boggs,Rickey Henderson,Cal Ripken Jr.,Fernando Valenzuela,The others are infielders,
Jesse Orosco,Dale Murphy,Pedro Guerrero,Steve Garvey,Jesse Orosco,The others are position players,
Robin Yount,George Brett,Dennis Eckersley,Mike Schmidt,Dennis Eckersley,The others are third basemen,
Bret Saberhagen,Andre Dawson,Ryne Sandberg,Tony Gwynn,Bret Saberhagen,The others are outfielders,
Lance Parrish,Carlton Fisk,Dan Quisenberry,Gary Carter,Dan Quisenberry,The others are catchers,
Bobby Bonilla,Tom Seaver,Phil Niekro,Steve Carlton,Bobby Bonilla,The others are Hall of Fame pitchers,
Jim Clancy,Rickey Henderson,Dave Winfield,Eddie Murray,Jim Clancy,The others are Silver Slugger winners,
Mike Schmidt,Cal Ripken Jr.,Frank Viola,Wade Boggs,Frank Viola,The others are MVP winners,
Pedro Guerrero,John Tudor,Steve Garvey,Dale Murphy,John Tudor,The others are NL MVP winners,
Rich Gossage,Tony Gwynn,Ryne Sandberg,Robin Yount,Rich Gossage,The others are batting champions,
Mike Scioscia,George Brett,Dennis Leonard,Carlton Fisk,Dennis Leonard,The others are World Series champions,
Robin Yount,Wade Boggs,Cal Ripken Jr.,Bret Saberhagen,Bret Saberhagen,The others are AL MVP winners,
Steve Garvey,Rickey Henderson,Alejandro Pena,Dale Murphy,Alejandro Pena,The others are Gold Glove winners,
Mike Schmidt,Dave Steib,George Brett,Tony Gwynn,Dave Steib,The others are .300 hitters,
Steve Carlton,Pedro Guerrero,Tom Seaver,Jim Sundberg,Jim Sundberg,The others are Cy Young winners,
Ryne Sandberg,Wade Boggs,Cal Ripken Jr.,Danny Jackson,Danny Jackson,The others are Silver Slugger winners,
Rick Sutcliffe,Dale Murphy,Eddie Murray,George Brett,Rick Sutcliffe,The others are RBI leaders,
Andre Dawson,Steve Garvey,Pedro Guerrero,LaMarr Hoyt,LaMarr Hoyt,The others are All-Star Game MVPs,
Lance Parrish,Steve Sax,Mike Scioscia,Carlton Fisk,Steve Sax,The others are catchers who homered 30+ times,
Frank Viola,Bret Saberhagen,Fernando Valenzuela,Keith Hernandez,Keith Hernandez,The others are Cy Young winners who didn't win the MVP,
George Brett,Robin Yount,Cal Ripken Jr.,Dan Quisenberry,Dan Quisenberry,The others are AL batting champions,
Mike Schmidt,Jim DeShaies,Wade Boggs,Rickey Henderson,Jim DeShaies,The others are league leaders in steals,
Steve Garvey,Pedro Guerrero,Tony Gwynn,John Franco,John Franco,The others are NL batting champions,
Fernando Valenzuela,Dale Murphy,Eddie Murray,Ryne Sandberg,Fernando Valenzuela,The others are Gold Glove second basemen,
Mike Scioscia,Bob Forsch,Carlton Fisk,George Brett,Bob Forsch,The others are World Series champions who hit 30+ homers,
Cal Ripken Jr.,Andre Dawson,Robin Yount,Ron Darling,Ron Darling,The others are All-Star Game MVPs who hit 300+ homers,
Steve Garvey,Danny Jackson,Pedro Guerrero,Wade Boggs,Danny Jackson,The others are champions with 100+ RBIs,
Mike Schmidt,Bob Knepper,Dale Murphy,Rickey Henderson,Bob Knepper,The others are MVP winners who stole 300+ bases,
Ryne Sandberg,George Brett,Jim Sundberg,Tony Gwynn,Jim Sundberg,The others are All-Stars who hit .300+ in the postseason,
Tom Seaver,Eddie Murray,Rick Reuschel,Steve Carlton,Rick Reuschel,The others are Silver Slugger winners who won the Cy Young,
Frank Viola,Robin Yount,Cal Ripken Jr.,Wade Boggs,Frank Viola,The others are AL champions who hit 200+ homers,
Dale Murphy,Jim Rice,Pedro Guerrero,George Brett,Jim Rice,The others are third basemen,
Bob Welch,Mike Scioscia,Orel Hershiser,Fernando Valenzuela,Mike Scioscia,The others are LA Dodgers pitchers,
Lou Brock,Rickey Henderson,Tim Raines,Wade Boggs,Rickey Henderson,The others are base stealing champions,
Alan Trammell,Ryne Sandberg,Robin Yount,Cal Ripken Jr.,Ryne Sandberg,The others are shortstops,
Steve Carlton,BroRB,Mike Schmidt,Ron Cey,Steve Carlton,The others are Philadelphia Phillies players,
Rickey Henderson,Dave Parker,Tony Gwynn,Jim Rice,Dave Parker,The others are American League players,
Mike Scott,Roger Clemens,Nolan Ryan,Dwight Gooden,Dwight Gooden,The others are strikeout leaders,
Steve Garvey,Carl Yastrzemski,Pete Rose,Tony Perez,Steve Garvey,The others are first basemen,
Ted Simmons,Carlton Fisk,Bob Boone,Gary Carter,Carlton Fisk,The others are catchers,
Pedro Guerrero,Andre Dawson,Wade Boggs,Dale Murphy,Wade Boggs,The others are National League players,
Cal Ripken Jr.,Mike Scott,Fernando Valenzuela,Dwight Gooden,Cal Ripken Jr.,The others are Rookie of the Year winners,
Steve Carlton,Tom Seaver,Lou Brock,Jim Palmer,Lou Brock,The others are Hall of Fame pitchers,
Rickey Henderson,Tim Raines,Mike Scioscia,Vince Coleman,Mike Scioscia,The others are base stealing champions,
Dale Murphy,Mike Schmidt,Wade Boggs,George Brett,Dale Murphy,The others are batting champions,
Steve Carlton,Tom Glavine,Ryne Sandberg,Greg Maddux,Ryne Sandberg,The others are Cy Young winners,
Steve Sax,Cal Ripken Jr.,Alan Trammell,Robin Yount,Steve Sax,The others are shortstops,
Vince Coleman,Carlton Fisk,Lou Brock,Rickey Henderson,Carlton Fisk,The others are base stealing champions,
Mike Schmidt,Fernando Valenzuela,Pedro Guerrero,George Brett,Fernando Valenzuela,The others are third basemen,
Roger Clemens,Cal Ripken Jr.,Nolan Ryan,Dwight Gooden,Cal Ripken Jr.,The others are strikeout leaders,
Dale Murphy,Jim Rice,Carlton Fisk,Pedro Guerrero,Carlton Fisk,The others are outfielders,
Pete Rose,Ron Cey,Tony Perez,Steve Garvey,Pete Rose,The others are first basemen,
Ron Cey,Carlton Fisk,Gary Carter,Bob Boone,Ron Cey,The others are catchers,
Dale Murphy,Cal Ripken Jr.,Andre Dawson,Pedro Guerrero,Cal Ripken Jr.,The others are National League players,
Steve Carlton,Dwight Gooden,Mike Scott,Fernando Valenzuela,Steve Carlton,The others are Rookie of the Year winners,
Tom Seaver,Jim Palmer,Steve Carlton,Lou Brock,Lou Brock,The others are Hall of Fame pitchers,
Mike Scioscia,Rickey Henderson,Vince Coleman,Tim Raines,Mike Scioscia,The others are base stealing champions,
Dale Murphy,Mike Schmidt,George Brett,Wade Boggs,Dale Murphy,The others are batting champions,
Ryne Sandberg,Tom Glavine,Greg Maddux,Steve Carlton,Ryne Sandberg,The others are Cy Young winners,
Alan Trammell,Steve Sax,Cal Ripken Jr.,Robin Yount,Robin Yount,The others are shortstops,
Carlton Fisk,Lou Brock,Vince Coleman,Rickey Henderson,Carlton Fisk,The others are base stealing champions,
Fernando Valenzuela,Wade Boggs,Cal Ripken Jr.,George Brett,Fernando Valenzuela,The others are third basemen,
Don Mattingly,Tim Raines,Lou Brock,Rickey Henderson,Don Mattingly,The others are left fielders,
Bret Saberhagen,Mike Schmidt,Dwight Gooden,Roger Clemens,Mike Schmidt,The others are Cy Young winners,
Dale Murphy,Andre Dawson,Jim Rice,Steve Carlton,Steve Carlton,The others are outfielders,
Gary Carter,Carlton Fisk,Mike Scioscia,Wade Boggs,Wade Boggs,The others are catchers,
Fernando Valenzuela,Tommy John,Orel Hershiser,Rickey Henderson,Rickey Henderson,The others are Dodgers pitchers,
Steve Garvey,Keith Hernandez,Dennis Eckersley,Tony Perez,Dennis Eckersley,The others are first basemen,
Lee Smith,Bruce Sutter,Mike Schmidt,Rich Gossage,Mike Schmidt,The others are Hall of Fame relievers,
Pedro Guerrero,Andre Dawson,Dave Winfield,Cal Ripken Jr.,Cal Ripken Jr.,The others are outfielders who won MVP,
Jim Palmer,Paul Molitor,Robin Yount,George Brett,Jim Palmer,The others are AL batting champions,
Tom Seaver,Steve Carlton,Mike Schmidt,Phil Niekro,Mike Schmidt,The others are 300-game winners,
Lou Whitaker,Alan Trammell,Dennis Eckersley,Cal Ripken Jr.,Dennis Eckersley,The others are shortstops,
Dennis Eckersley,Wade Boggs,George Brett,Ryan Sandberg,Dennis Eckersley,The others are Gold Glove winners,
Cal Ripken Jr.,Steve Carlton,Alan Trammell,Robin Yount,Steve Carlton,The others are AL shortstops,
Mike Schmidt,Jim Rice,Pedro Guerrero,Dale Murphy,Mike Schmidt,The others are outfielders who won MVP,
Fernando Valenzuela,Mike Scioscia,Bret Saberhagen,Dwight Gooden,Mike Scioscia,The others are Cy Young winners under 25,
Jim Palmer,Tommy John,Rickey Henderson,Orel Hershiser,Rickey Henderson,The others are pitchers with 20-win seasons,
Cal Ripken Jr.,Dennis Eckersley,Mike Scioscia,Wade Boggs,Dennis Eckersley,The others are AL MVPs,
Mike Schmidt,Steve Garvey,Dennis Eckersley,Pedro Guerrero,Dennis Eckersley,The others are NL MVPs,
Fernando Valenzuela,Andre Dawson,Jim Rice,Dale Murphy,Fernando Valenzuela,The others are outfielders who won MVP,
Steve Carlton,Robin Yount,Alan Trammell,Cal Ripken Jr.,Steve Carlton,The others are shortstops who won MVP,
Ryne Sandberg,George Brett,Wade Boggs,Mike Schmidt,Ryne Sandberg,The others are third basemen who won MVP,
Lou Brock,Mike Scioscia,Tim Raines,Rickey Henderson,Mike Scioscia,The others are left fielders who stole 300 bases,
Dennis Eckersley,Robin Yount,Cal Ripken Jr.,Wade Boggs,Dennis Eckersley,The others are AL MVPs who played 20+ years,
Mike Schmidt,Dwight Gooden,Fernando Valenzuela,Orel Hershiser,Mike Schmidt,The others are pitchers who won Cy Young and Rookie of the Year,
Ryne Sandberg,Phil Niekro,Steve Carlton,Tom Seaver,Ryne Sandberg,The others are 300-game winners,
Pedro Guerrero,Mike Schmidt,Steve Garvey,Cal Ripken Jr.,Cal Ripken Jr.,The others are NL MVPs who played in LA,
Alan Trammell,Steve Carlton,Lou Whitaker,Cal Ripken Jr.,Steve Carlton,The others are shortstops who played on AL East teams,
Fernando Valenzuela,Carlton Fisk,Gary Carter,Mike Scioscia,Fernando Valenzuela,The others are catchers who won World Series,
Rickey Henderson,Steve Carlton,Lou Brock,Tim Raines,Steve Carlton,The others are left fielders who stole 800 bases,
Wade Boggs,Dale Murphy,Andre Dawson,Jim Rice,Wade Boggs,The others are outfielders who won back-to-back MVPs,
Cal Ripken Jr.,Mike Schmidt,Dale Murphy,Wade Boggs,Dale Murphy,The others are third basemen,
Fernando Valenzuela,Bret Saberhagen,Roger Clemens,Dwight Gooden,Roger Clemens,The others won the Cy Young Award in the 1980s,
Mike Scioscia,Fernando Valenzuela,Steve Garvey,Ron Cey,Fernando Valenzuela,The others played for the Los Angeles Dodgers,
Vince Coleman,Rickey Henderson,Dale Murphy,Tim Raines,Dale Murphy,The others were league leaders in stolen bases,
Mike Schmidt,Wade Boggs,Robin Yount,Cal Ripken Jr.,Robin Yount,The others won the MVP award in the 1980s,
Goose Gossage,George Brett,Bruce Sutter,Dennis Eckersley,George Brett,The others were closers,
Mike Scioscia,Pedro Guerrero,Ron Cey,Steve Garvey,Mike Scioscia,The others played for the St. Louis Cardinals,
Mike Schmidt,Ryne Sandberg,Andre Dawson,Dale Murphy,Mike Schmidt,The others played for the Chicago Cubs,
Bob Welch,Fernando Valenzuela,Orel Hershiser,Steve Garvey,Steve Garvey,The others pitched for the Los Angeles Dodgers,
Robin Yount,Cal Ripken Jr.,Rickey Henderson,Wade Boggs,Rickey Henderson,The others played for the American League East,
Bret Saberhagen,Frank Viola,George Brett,Bret Saberhagen,George Brett,The others won the Cy Young Award in the 1980s,
Ryne Sandberg,Steve Sax,Willie Randolph,Dale Murphy,Dale Murphy,The others were Gold Glove second basemen,
Rickey Henderson,Mike Schmidt,Steve Garvey,George Brett,Rickey Henderson,The others played for the National League,
Cal Ripken Jr.,Mike Schmidt,Fernando Valenzuela,Wade Boggs,Fernando Valenzuela,The others played in the All-Star Game in the 1980s,
Dwight Gooden,Steve Garvey,Bret Saberhagen,Frank Viola,Steve Garvey,The others were Cy Young Award winners in the 1980s,
Mike Schmidt,Fernando Valenzuela,Wade Boggs,Robin Yount,Fernando Valenzuela,The others were league MVPs in the 1980s,
Vince Coleman,Rickey Henderson,Tim Raines,Mike Schmidt,Mike Schmidt,The others were league leaders in stolen bases,
Andre Dawson,Fernando Valenzuela,Ryne Sandberg,Dale Murphy,Fernando Valenzuela,The others won the Gold Glove Award in the 1980s,
Robin Yount,George Brett,Cal Ripken Jr.,Steve Garvey,Cal Ripken Jr.,The others played in the World Series in the 1980s,
Willie Randolph,Steve Sax,Ryne Sandberg,Mike Schmidt,Mike Schmidt,The others played for the National League East,
Bret Saberhagen,Dwight Gooden,Dale Murphy,Fernando Valenzuela,Dale Murphy,The others were Cy Young Award winners in the 1980s,
Rickey Henderson,Cal Ripken Jr.,Wade Boggs,Mike Schmidt,Rickey Henderson,The others played for the American League East,
Pedro Guerrero,Bret Saberhagen,Ron Cey,Steve Garvey,Bret Saberhagen,The others played for the St. Louis Cardinals,
Mike Schmidt,George Brett,Steve Garvey,Fernando Valenzuela,Fernando Valenzuela,The others were league leaders in RBIs,
Mike Schmidt,Rico Carty,Cal Ripken Jr.,Wade Boggs,Rico Carty,The others won the MVP award in the 1980s,
Bret Saberhagen,Steve Sax,Dwight Gooden,Frank Viola,Steve Sax,The others were Cy Young Award winners in the 1980s,
Ryne Sandberg,Andre Dawson,Dale Murphy,Wade Boggs,Wade Boggs,The others played for the National League East,
Steve Garvey,Cal Ripken Jr.,Robin Yount,George Brett,Cal Ripken Jr.,The others played for the American League West,
Vince Coleman,Tim Raines,Dale Murphy,Rickey Henderson,Dale Murphy,The others were league leaders in runs scored,
Steve Garvey,Ron Cey,Pedro Guerrero,Mike Schmidt,Mike Schmidt,The others played for the Los Angeles Dodgers,
Dale Murphy,Steve Garvey,Rickey Henderson,Pedro Guerrero,Rickey Henderson,The others are third basemen,
Dennis Eckersley,Mike Scott,Bruce Sutter,Rollie Fingers,Dennis Eckersley,The others are relievers,
George Brett,Mike Schmidt,Wade Boggs,Cal Ripken Jr.,Cal Ripken Jr.,The others are third basemen,
Tim Raines,Dale Murphy,Rickey Henderson,Lou Brock,Dale Murphy,The others are base stealers,
Fernando Valenzuela,Dwight Gooden,Wade Boggs,Orel Hershiser,Wade Boggs,The others are pitchers,
Robin Yount,Cal Ripken Jr.,Alan Trammell,Dale Murphy,Dale Murphy,The others are shortstops,
Mike Schmidt,Steve Carlton,Tom Seaver,Nolan Ryan,Mike Schmidt,The others are Hall of Fame pitchers,
Dave Winfield,Fernando Valenzuela,Andre Dawson,Dale Murphy,Fernando Valenzuela,The others are outfielders,
Gary Carter,Ryne Sandberg,Carlton Fisk,Mike Scioscia,Ryne Sandberg,The others are catchers,
Fernando Valenzuela,Mike Schmidt,Steve Garvey,Pedro Guerrero,Fernando Valenzuela,The others are National League MVPs,
Cal Ripken Jr.,Dwight Gooden,Bret Saberhagen,Fernando Valenzuela,Cal Ripken Jr.,The others are Cy Young winners,
Mike Schmidt,Rickey Henderson,George Brett,Wade Boggs,Rickey Henderson,The others are batting champions,
Alan Trammell,Dale Murphy,Robin Yount,Cal Ripken Jr.,Dale Murphy,The others are shortstops,
Wade Boggs,Orel Hershiser,Dwight Gooden,Fernando Valenzuela,Wade Boggs,The others are pitchers,
Lou Brock,Rickey Henderson,Tim Raines,Mike Scioscia,Mike Scioscia,The others are base stealers,
Pedro Guerrero,Mike Schmidt,Rollie Fingers,Steve Garvey,Rollie Fingers,The others are National League players,
