"Hammurabi's Code","Ten Commandments","Justinian Code","Magna Carta","Magna Carta","The others are Ancient laws"
"Trojan War","Punic Wars","Peloponnesian War","World War I","World War I","The others are Ancient wars"
"The Rosetta Stone","The Elgin Marbles","The Venus de Milo","The Mona Lisa","The Mona Lisa","The others are artifacts from Ancient Civilizations"
"The Nile","The Tigris","The Euphrates","The Mississippi","The Mississippi","The others are rivers associated with Ancient Civilizations"
"The Sphinx","The Colossus of Rhodes","The Statue of Zeus","The Statue of Liberty","The Statue of Liberty","The others are Ancient statues"
"The Roman Forum","The Acropolis","The Great Pyramid","The Louvre","The Louvre","The others are Ancient landmarks"
"The Pantheon","The Parthenon","The Colosseum","The White House","The White House","The others are Ancient structures"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
"The Rosetta Stone","The Behistun Inscription","The Dead Sea Scrolls","The Declaration of Independence","The Declaration of Independence","The others are Ancient texts"
"The Mausoleum at Halicarnassus","The Great Pyramid of Giza","The Hanging Gardens of Babylon","The Eiffel Tower","The Eiffel Tower","The others are Ancient Wonders of the World"
"The Oracle of Delphi","The Pythia","The Sibyl","Nostradamus","Nostradamus","The others are Ancient prophets"
"The Library of Alexandria","The Great Library of Nineveh","The Library of Pergamum","The Library of Congress","The Library of Congress","The others are Ancient libraries"
